id_number	plant_id	maternal_plant	population	block	continent	latitude	longitude	ft_start_date	final_height	total_branches	male_fitness_estimate	female_fitness_estimate
596	GE596	13PT	PT	2	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
597	GE597	6SH	SH	2	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
598	GE598	1317CB	CB	2	Nam	43.63519	-79.34576	NA	NA	NA	NA	NA
599	GE599	19PE	PE	2	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
600	GE600	4MI	MI	2	Nam	44.37683	-79.74113	NA	NA	NA	NA	NA
601	GE601	3PT	PT	2	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
602	GE602	9SU	SU	2	Nam	41.45751046	-77.13565654	NA	NA	NA	NA	NA
603	GE603	88WV	WV	2	Nam	39.6584	-79.90525	60	102.8	27	1575	74.42237896
604	GE604	1MF	MF	2	Nam	38.40708263	-75.56824697	38	103.8	33	873	40.58062915
605	GE605	8HC	HC	2	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
606	GE606	4HL	HL	2	Nam	38.92013797	-75.44832488	NA	NA	NA	NA	NA
607	GE607	83PS	PS	2	Nam	45.3347	-79.956231	NA	NA	NA	NA	NA
608	GE608	5BP	BP	2	Nam	39.64569554	-75.71813984	79	115.8	17	903.4285714	56.70541935
609	GE609	1BP	BP	2	Nam	39.64569554	-75.71813984	85	106.8	19	862.125	50.45298152
610	GE610	9HS	HS	2	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
611	GE611	8HS	HS	2	Eur	48.18515189	20.92252985	48	46.4	16	180.5714286	1.989699291
612	GE612	49HR	HR	2	Eur	47.13845	19.47464	32	59.8	13	338	15.44193798
613	GE613	10HB	HB	2	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
614	GE614	15VN	VN	2	Nam	37.92026101	-75.47660198	NA	NA	NA	NA	NA
615	GE615	3BP	BP	2	Nam	39.64569554	-75.71813984	81	112.8	19	836	51.42719183
616	GE616	61MI	MI	2	Nam	44.37683	-79.74113	38	65.2	18	407.7	17.01174292
617	GE617	1PR	PR	2	Nam	40.65946579	-76.91820217	65	53.4	8	96	NA
618	GE618	8PO	PO	2	Eur	50.22392429	19.17026453	50	49.8	9	204	8.832599854
619	GE619	2MF	MF	2	Nam	38.40708263	-75.56824697	89	115.6	14	275.3333333	31.59722225
620	GE620	66IN	IN	2	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
621	GE621	10HS	HS	2	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
622	GE622	36PG	PG	2	Eur	43.9475	4.536631	NA	NA	NA	NA	NA
623	GE623	19HK	HK	2	Eur	46.89164819	19.65085249	NA	NA	NA	NA	NA
624	GE624	8HM	HM	2	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
625	GE625	12SH	SH	2	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
626	GE626	40LH	LH	2	Eur	45.66117	4.966539	52	79.8	23	782	34.90722666
627	GE627	4SU	SU	2	Nam	41.45751046	-77.13565654	52	74.8	17	374	19.58270239
628	GE628	12PV	PV	3	Eur	49.8798343	19.89245121	40	58.8	19	215.3333333	5.831500757
629	GE629	143IN	IN	2	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
630	GE630	46WC	WC	2	Nam	44.003197	-79.393311	52	74.6	5	130	16.97636425
631	GE631	119MI	MI	2	Nam	44.37683	-79.74113	52	51.4	16	344	10.77133876
632	GE632	2SU	SU	2	Nam	41.45751046	-77.13565654	56	83	20	460	NA
633	GE633	17DF	DF	2	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
634	GE634	17PA	PA	2	Nam	39.930872	-75.583156	50	88.8	14	380	26.72827047
635	GE635	14PO	PO	2	Eur	50.22392429	19.17026453	46	67	16	234	11.49364674
636	GE636	4PR	PR	2	Nam	40.65946579	-76.91820217	54	101.4	14	236	24.93820439
637	GE637	6SL	SL	2	Eur	49.222985	19.302752	NA	NA	NA	NA	NA
638	GE638	11HK	HK	2	Eur	46.89164819	19.65085249	NA	NA	NA	NA	NA
639	GE639	1HM	HM	2	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
640	GE640	159IN	IN	2	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
641	GE641	10HL	HL	2	Nam	38.92013797	-75.44832488	NA	NA	NA	NA	NA
642	GE642	8DF	DF	2	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
643	GE643	11DH	DH	2	Nam	38.68109706	-75.07450333	NA	NA	NA	NA	NA
644	GE644	12PS	PS	2	Nam	45.3347	-79.956231	44	50.2	26	433.3333333	7.559473256
645	GE645	6HR	HR	2	Eur	47.13845	19.47464	34	54.8	6	147	10.11935623
646	GE646	5DS	DS	2	Nam	38.64183334	-75.445	40	NA	NA	NA	NA
647	GE647	39FL	FL	2	Nam	44.750014	-79.704694	50	60.2	14	245	10.91605971
648	GE648	98IN	IN	2	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
649	GE649	2HM	HM	2	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
650	GE650	5PV	PV	2	Eur	49.8798343	19.89245121	48	83.4	21	609	30.04879295
651	GE651	57HR	HR	2	Eur	47.13845	19.47464	46	78.2	14	387.3333333	23.33656529
652	GE652	10SU	SU	2	Nam	41.45751046	-77.13565654	NA	NA	NA	NA	NA
653	GE653	20PS	PS	2	Nam	45.3347	-79.956231	NA	NA	NA	NA	NA
654	GE654	20PT	PT	2	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
655	GE655	11VN	VN	2	Nam	37.92026101	-75.47660198	NA	NA	NA	NA	NA
656	GE656	11HL	HL	2	Nam	38.92013797	-75.44832488	NA	NA	NA	NA	NA
657	GE657	1336CB	CB	2	Nam	43.63519	-79.34576	58	69.2	18	186	8.870168718
658	GE658	15PV	PV	2	Eur	49.8798343	19.89245121	62	63.4	22	627	23.16486976
659	GE659	8HB	HB	2	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
660	GE660	3HJ	HJ	2	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
661	GE661	80PG	PG	2	Eur	43.9475	4.536631	NA	NA	NA	NA	NA
662	GE662	5SU	SU	2	Nam	41.45751046	-77.13565654	NA	NA	NA	NA	NA
663	GE663	5PA	PA	2	Nam	39.930872	-75.583156	NA	NA	NA	NA	NA
664	GE664	4HJ	HJ	2	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
665	GE665	3HC	HC	2	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
666	GE666	39WC	WC	2	Nam	44.003197	-79.393311	58	74.4	25	435.2941176	16.77130512
667	GE667	14WV	WV	2	Nam	39.6584	-79.90525	NA	NA	NA	NA	NA
668	GE668	14PS	PS	2	Nam	45.3347	-79.956231	48	55.8	24	420	10.27155912
669	GE669	103MI	MI	2	Nam	44.37683	-79.74113	48	60	12	164	8.687690745
670	GE670	19DH	DH	2	Nam	38.68109706	-75.07450333	NA	NA	NA	NA	NA
671	GE671	12DS	DS	2	Nam	38.64183334	-75.445	NA	NA	NA	NA	NA
672	GE672	19SH	SH	2	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
673	GE673	56RM	RM	2	Eur	44.74194	4.940783	NA	NA	NA	NA	NA
674	GE674	29IN	IN	2	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
675	GE675	7OM	OM	2	Nam	37.77932728	-75.61065442	92	51.5	11	95	3.409200158
676	GE676	2SL	SL	2	Eur	49.222985	19.302752	NA	NA	NA	NA	NA
677	GE677	38RM	RM	2	Eur	44.74194	4.940783	NA	NA	NA	NA	NA
678	GE678	8VN	VN	2	Nam	37.92026101	-75.47660198	89	110	22	303	25.52004655
679	GE679	7MF	MF	2	Nam	38.40708263	-75.56824697	85	88	12	266	22.86994631
680	GE680	1DS	DS	2	Nam	38.64183334	-75.445	77	94.2	8	245.3333333	26.80360034
681	GE681	193IN	IN	2	Nam	42.44996	-76.46113	67	94	17	288	22.59689473
682	GE682	4HM	HM	2	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
683	GE683	4AV	AV	2	Nam	40.20018743	-76.76244026	NA	NA	NA	NA	NA
684	GE684	19PT	PT	2	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
685	GE685	3PR	PR	2	Nam	40.65946579	-76.91820217	NA	NA	NA	NA	NA
686	GE686	1HL	HL	2	Nam	38.92013797	-75.44832488	NA	NA	NA	NA	NA
687	GE687	56SL	SL	2	Eur	49.222985	19.302752	38	79.8	13	205	16.7133461
688	GE688	54PG	PG	2	Eur	43.9475	4.536631	NA	NA	NA	NA	NA
689	GE689	11PO	PO	2	Eur	50.22392429	19.17026453	NA	NA	NA	NA	NA
690	GE690	22SH	SH	2	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
691	GE691	8HJ	HJ	2	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
692	GE692	7HM	HM	2	Eur	47.62666192	19.44151603	65	88.4	12	252	NA
693	GE693	7HC	HC	2	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
694	GE694	7SH	SH	2	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
695	GE695	2DF	DF	2	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
696	GE696	1316CB	CB	2	Nam	43.63519	-79.34576	NA	NA	NA	NA	NA
697	GE697	11DS	DS	2	Nam	38.64183334	-75.445	81	127.8	22	570	43.23545912
698	GE698	4MF	MF	2	Nam	38.40708263	-75.56824697	NA	NA	NA	NA	NA
699	GE699	189IN	IN	2	Nam	42.44996	-76.46113	52	NA	NA	NA	NA
700	GE700	14VN	VN	2	Nam	37.92026101	-75.47660198	NA	NA	NA	NA	NA
701	GE701	17HC	HC	2	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
702	GE702	5PR	PR	2	Nam	40.65946579	-76.91820217	65	72.6	23	414	16.55270518
703	GE703	10HK	HK	2	Eur	46.89164819	19.65085249	NA	NA	NA	NA	NA
704	GE704	32SD	SD	2	Nam	45.225364	-79.681836	NA	NA	NA	NA	NA
705	GE705	1HJ	HJ	2	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
706	GE706	46WV	WV	2	Nam	39.6584	-79.90525	NA	NA	NA	NA	NA
707	GE707	85WV	WV	2	Nam	39.6584	-79.90525	NA	NA	NA	NA	NA
708	GE708	30FL	FL	2	Nam	44.750014	-79.704694	NA	NA	NA	NA	NA
709	GE709	13PO	PO	2	Eur	50.22392429	19.17026453	NA	NA	NA	NA	NA
710	GE710	9PB	PB	2	Eur	50.12194	18.81494	NA	NA	NA	NA	NA
711	GE711	1332CB	CB	2	Nam	43.63519	-79.34576	53	80	14	190	15.47414004
712	GE712	162RM	RM	2	Eur	44.74194	4.940783	52	70.6	13	260	15.86255071
713	GE713	9HM	HM	2	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
714	GE714	55HR	HR	2	Eur	47.13845	19.47464	NA	NA	NA	NA	NA
715	GE715	14DF	DF	2	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
716	GE716	3DH	DH	2	Nam	38.68109706	-75.07450333	NA	NA	NA	NA	NA
717	GE717	165PG	PG	2	Eur	43.9475	4.536631	NA	NA	NA	NA	NA
718	GE718	118RM	RM	2	Eur	44.74194	4.940783	50	77.8	18	462	23.75524018
719	GE719	27WC	WC	2	Nam	44.003197	-79.393311	48	78.8	11	320	22.63976812
720	GE720	2PR	PR	2	Nam	40.65946579	-76.91820217	48	60	13	188	9.056846401
721	GE721	85HR	HR	2	Eur	47.13845	19.47464	32	67.2	14	155	9.491242526
722	GE722	15PS	PS	2	Nam	45.3347	-79.956231	48	61.2	19	342	12.12180899
723	GE723	4SB	SB	2	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
724	GE724	9PV	PV	2	Eur	49.8798343	19.89245121	NA	NA	NA	NA	NA
725	GE725	28WC	WC	2	Nam	44.003197	-79.393311	NA	NA	NA	NA	NA
726	GE726	6HK	HK	2	Eur	46.89164819	19.65085249	38	65.2	18	522	21.93048367
727	GE727	35SD	SD	2	Nam	45.225364	-79.681836	46	68.8	13	222	13.59773486
728	GE728	4DF	DF	2	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
729	GE729	1PB	PB	2	Eur	50.12194	18.81494	38	49.8	14	233	6.762320318
730	GE730	2HJ	HJ	2	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
731	GE731	13DF	DF	2	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
732	GE732	115RM	RM	2	Eur	44.74194	4.940783	46	67.2	10	246	16.06190355
733	GE733	10HJ	HJ	2	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
734	GE734	7HJ	HJ	2	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
735	GE735	30SD	SD	2	Nam	45.225364	-79.681836	46	60	12	202	10.32296764
736	GE736	3PB	PB	2	Eur	50.12194	18.81494	48	70	16	288	14.86669285
737	GE737	8PS	PS	2	Nam	45.3347	-79.956231	54	55	8	90	6.409088066
738	GE738	1OM	OM	2	Nam	37.77932728	-75.61065442	89	113.4	18	234	26.39446032
739	GE739	16SZ	SZ	2	Eur	48.74195476	19.13689272	48	60	19	361	12.5197548
740	GE740	4PT	PT	2	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
741	GE741	8MF	MF	3	Nam	38.40708263	-75.56824697	NA	NA	NA	NA	NA
742	GE742	11HM	HM	3	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
743	GE743	5HJ	HJ	3	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
744	GE744	3OM	OM	3	Nam	37.77932728	-75.61065442	NA	NA	NA	NA	NA
745	GE745	114MI	MI	3	Nam	44.37683	-79.74113	NA	NA	NA	NA	NA
746	GE746	6SZ	SZ	3	Eur	48.74195476	19.13689272	48	72	18	350	16.90696232
747	GE747	10HC	HC	3	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
748	GE748	5SB	SB	3	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
749	GE749	7HS	HS	3	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
750	GE750	83HR	HR	3	Eur	47.13845	19.47464	40	79.8	22	885.5	40.02485531
751	GE751	9HK	HK	3	Eur	46.89164819	19.65085249	52	77.4	19	234.3333333	13.15437503
752	GE752	1313CB	CB	3	Nam	43.63519	-79.34576	65	110.2	9	278	23.37298794
753	GE753	13PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
754	GE754	5DF	DF	3	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
755	GE755	15DH	DH	3	Nam	38.68109706	-75.07450333	NA	NA	NA	NA	NA
756	GE756	1HS	HS	3	Eur	48.18515189	20.92252985	46	60	10	306.6	16.15158405
757	GE757	13DH	DH	3	Nam	38.68109706	-75.07450333	NA	NA	NA	NA	NA
758	GE758	4HS	HS	3	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
759	GE759	5SZ	SZ	3	Eur	48.74195476	19.13689272	34	75.6	16	140	10.45628533
760	GE760	4FL	FL	3	Nam	44.750014	-79.704694	NA	NA	NA	NA	NA
761	GE761	12MF	MF	3	Nam	38.40708263	-75.56824697	93	147.8	27	1587.6	90.70307612
762	GE762	6HS	HS	3	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
763	GE763	114IN	IN	3	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
764	GE764	20SZ	SZ	3	Eur	48.74195476	19.13689272	50	84.8	NA	134	NA
765	GE765	13HM	HM	3	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
766	GE766	173LH	LH	3	Eur	45.66117	4.966539	54	55.8	12	180	7.907304164
767	GE767	18PO	PO	3	Eur	50.22392429	19.17026453	46	70.4	17	260	13.13799873
768	GE768	8SB	SB	3	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
769	GE769	3SU	SU	3	Nam	41.45751046	-77.13565654	60	104	18	458	32.74639495
770	GE770	165LH	LH	3	Eur	45.66117	4.966539	NA	NA	NA	NA	NA
771	GE771	53SL	SL	3	Eur	49.222985	19.302752	NA	NA	NA	NA	NA
772	GE772	51MI	MI	3	Nam	44.37683	-79.74113	62	97.8	18	138	16.80723025
773	GE773	65RM	RM	3	Eur	44.74194	4.940783	NA	NA	NA	NA	NA
774	GE774	42WC	WC	3	Nam	44.003197	-79.393311	50	89.4	12	288	24.30632697
775	GE775	14PA	PA	3	Nam	39.930872	-75.583156	NA	NA	NA	NA	NA
776	GE776	21SD	SD	3	Nam	45.225364	-79.681836	46	55.2	14	154	5.251282583
777	GE777	1330CB	CB	3	Nam	43.63519	-79.34576	48	87.4	20	173	13.34876857
778	GE778	16HL	HL	3	Nam	38.92013797	-75.44832488	NA	NA	NA	NA	NA
779	GE779	10DS	DS	3	Nam	38.64183334	-75.445	71	143.8	21	924	64.72890695
780	GE780	17DH	DH	3	Nam	38.68109706	-75.07450333	88	155.2	22	712.8	58.96363935
781	GE781	10DF	DF	3	Nam	39.32390625	-75.62242479	74	96.4	14	288	25.4272324
789	GE782	12HL	HL	3	Nam	38.92013797	-75.44832488	60	185	33	686.1724138	93.37934313
783	GE783	1HC	HC	3	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
784	GE784	5LH	LH	3	Eur	45.66117	4.966539	NA	NA	NA	NA	NA
785	GE785	12SL	SL	3	Eur	49.222985	19.302752	40	75.8	16	360	19.99362662
786	GE786	1DH	DH	3	Nam	38.68109706	-75.07450333	89	112	16	234	27.23212051
787	GE787	10MF	MF	3	Nam	38.40708263	-75.56824697	48	78.2	6	156	18.69066502
788	GE788	20LH	LH	3	Eur	45.66117	4.966539	66	88	15	200	NA
789	GE789	9HB	HB	3	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
790	GE790	6DS	DS	3	Nam	38.64183334	-75.445	78	105.4	27	661.5	36.02051723
791	GE791	18PS	PS	3	Nam	45.3347	-79.956231	40	125	25	434.2105263	34.42171369
792	GE792	117IN	IN	3	Nam	42.44996	-76.46113	34	83	12	202	18.36707645
793	GE793	2HS	HS	3	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
794	GE794	6HJ	HJ	3	Eur	47.70273145	20.07493272	89	110.2	5	74	27.017364
795	GE795	49PG	PG	3	Eur	43.9475	4.536631	66	86.8	16	476	NA
796	GE796	1318CB	CB	3	Nam	43.63519	-79.34576	62	105.3	12	416	35.37555548
797	GE797	89HR	HR	3	Eur	47.13845	19.47464	40	83.4	17	344	21.29949153
798	GE798	4HC	HC	3	Eur	47.962356	20.894481	46	65	11	222	13.59600979
799	GE799	2PB	PB	3	Eur	50.12194	18.81494	50	54	21	728	24.8873221
800	GE800	3PO	PO	3	Eur	50.22392429	19.17026453	40	92.2	15	345	25.74757272
801	GE801	6OM	OM	3	Nam	37.77932728	-75.61065442	86	88	15	190	17.60844013
802	GE802	4PB	PB	3	Eur	50.12194	18.81494	NA	NA	NA	NA	NA
803	GE803	10PS	PS	3	Nam	45.3347	-79.956231	NA	NA	NA	NA	NA
804	GE804	13PB	PB	3	Eur	50.12194	18.81494	NA	NA	NA	NA	NA
805	GE805	15HR	HR	3	Eur	47.13845	19.47464	NA	NA	NA	NA	NA
806	GE806	2BP	BP	3	Nam	39.64569554	-75.71813984	NA	NA	NA	NA	NA
807	GE807	7HB	HB	3	Eur	47.8226962	19.089972	48	75.4	16	312	17.78811616
808	GE808	6SU	SU	3	Nam	41.45751046	-77.13565654	NA	NA	NA	NA	NA
809	GE809	2PV	PV	3	Eur	49.8798343	19.89245121	NA	NA	NA	NA	NA
810	GE810	5SD	SD	3	Nam	45.225364	-79.681836	NA	NA	NA	NA	NA
811	GE811	23PB	PB	3	Eur	50.12194	18.81494	NA	NA	NA	NA	NA
812	GE812	11MF	MF	3	Nam	38.40708263	-75.56824697	62	132	20	452	40.95371986
813	GE813	7DS	DS	3	Nam	38.64183334	-75.445	NA	NA	NA	NA	NA
814	GE814	26WC	WC	3	Nam	44.003197	-79.393311	NA	NA	NA	NA	NA
815	GE815	18SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
816	GE816	2PO	PO	3	Eur	50.22392429	19.17026453	NA	NA	NA	NA	NA
817	GE817	5MF	MF	3	Nam	38.40708263	-75.56824697	NA	NA	NA	NA	NA
818	GE818	14WC	WC	3	Nam	44.003197	-79.393311	48	86.3	8	318.5	NA
819	GE819	2OM	OM	3	Nam	37.77932728	-75.61065442	86	140.6	25	670.8333333	NA
820	GE820	2DS	DS	3	Nam	38.64183334	-75.445	86	112	23	350	27.57846278
821	GE821	16PV	PV	3	Eur	49.8798343	19.89245121	NA	NA	NA	NA	NA
822	GE822	5FL	FL	3	Nam	44.750014	-79.704694	NA	NA	NA	NA	NA
823	GE823	12HK	HK	3	Eur	46.89164819	19.65085249	NA	NA	NA	NA	NA
824	GE824	9LH	LH	3	Eur	45.66117	4.966539	50	86.4	21	230	14.78828924
825	GE825	94WV	WV	3	Nam	39.6584	-79.90525	63	50	9	54.5	2.469025072
826	GE826	88MI	MI	3	Nam	44.37683	-79.74113	54	67	13	112	8.234499652
827	GE827	2HL	HL	3	Nam	38.92013797	-75.44832488	NA	NA	NA	NA	NA
828	GE828	16SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
829	GE829	2FL	FL	3	Nam	44.750014	-79.704694	NA	NA	NA	NA	NA
830	GE830	6PR	PR	3	Nam	40.65946579	-76.91820217	54	98	12	245	25.46367928
831	GE831	20PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
832	GE832	20HK	HK	3	Eur	46.89164819	19.65085249	38	66.8	17	400	17.90362516
833	GE833	7PV	PV	3	Eur	49.8798343	19.89245121	NA	NA	NA	NA	NA
834	GE834	6SB	SB	3	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
835	GE835	18PB	PB	3	Eur	50.12194	18.81494	NA	NA	NA	NA	NA
836	GE836	19PB	PB	3	Eur	50.12194	18.81494	NA	NA	NA	NA	NA
837	GE837	3AV	AV	3	Nam	40.20018743	-76.76244026	NA	NA	NA	NA	NA
838	GE838	9DH	DH	3	Nam	38.68109706	-75.07450333	NA	NA	NA	NA	NA
839	GE839	1AV	AV	3	Nam	40.20018743	-76.76244026	NA	NA	NA	NA	NA
840	GE840	16DF	DF	3	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
841	GE841	6MF	MF	3	Nam	38.40708263	-75.56824697	NA	NA	NA	NA	NA
842	GE842	60RM	RM	3	Eur	44.74194	4.940783	NA	NA	NA	NA	NA
843	GE843	61SL	SL	3	Eur	49.222985	19.302752	48	65.2	17	385.05	16.70068262
844	GE844	6PV	PV	3	Eur	49.8798343	19.89245121	NA	NA	NA	NA	NA
845	GE845	2SB	SB	3	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
846	GE846	7PT	PT	3	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
847	GE847	9SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
848	GE848	4HB	HB	3	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
849	GE849	1331CB	CB	3	Nam	43.63519	-79.34576	71	108	16	308	29.01763164
850	GE850	6HB	HB	3	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
851	GE851	12PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
852	GE852	1SB	SB	3	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
853	GE853	18VN	VN	3	Nam	37.92026101	-75.47660198	88	124.8	17	429.25	39.44750201
854	GE854	11SU	SU	3	Nam	41.45751046	-77.13565654	50	83.8	20	340	19.27630226
855	GE855	3HB	HB	3	Eur	47.8226962	19.089972	48	68.8	14	308	16.63497387
856	GE856	2SZ	SZ	3	Eur	48.74195476	19.13689272	34	NA	NA	NA	NA
857	GE857	2SD	SD	3	Nam	45.225364	-79.681836	52	86.4	10	260	23.37945612
858	GE858	1PO	PO	3	Eur	50.22392429	19.17026453	NA	NA	NA	NA	NA
859	GE859	13PV	PV	3	Eur	49.8798343	19.89245121	40	58.6	20	570	20.36048549
860	GE860	46FL	FL	3	Nam	44.750014	-79.704694	48	53.4	13	289.25	11.10568915
861	GE861	8FL	FL	3	Nam	44.750014	-79.704694	48	67.6	14	178.5	10.64242973
862	GE862	7DH	DH	3	Nam	38.68109706	-75.07450333	86	102.4	22	249.3333333	20.5525232
863	GE863	32FL	FL	3	Nam	44.750014	-79.704694	40	63	20	453	16.86442701
864	GE864	32SL	SL	3	Eur	49.222985	19.302752	NA	NA	NA	NA	NA
865	GE865	9PT	PT	3	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
866	GE866	91HR	HR	3	Eur	47.13845	19.47464	34	59.8	13	167	8.083191979
867	GE867	4OM	OM	3	Nam	37.77932728	-75.61065442	NA	NA	NA	NA	NA
868	GE868	7PA	PA	3	Nam	39.930872	-75.583156	62	101	17	467	32.74811659
869	GE869	9PA	PA	3	Nam	39.930872	-75.583156	62	99.2	19	969	52.39414443
870	GE870	43FL	FL	3	Nam	44.750014	-79.704694	NA	NA	NA	NA	NA
871	GE871	9PO	PO	3	Eur	50.22392429	19.17026453	38	57.8	15	375	15.00739195
872	GE872	101LH	LH	3	Eur	45.66117	4.966539	NA	NA	NA	NA	NA
873	GE873	1HB	HB	3	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
874	GE874	9HJ	HJ	3	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
875	GE875	15PT	PT	3	Nam	40.07056	-75.436571	62	108.6	13	199.875	26.56542211
876	GE876	25LH	LH	3	Eur	45.66117	4.966539	58	73.8	14	476	25.61333837
877	GE877	20SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
878	GE878	109RM	RM	3	Eur	44.74194	4.940783	50	76.6	18	234	13.52388621
879	GE879	5OM	OM	3	Nam	37.77932728	-75.61065442	NA	NA	NA	NA	NA
880	GE880	20WC	WC	3	Nam	44.003197	-79.393311	52	74.2	29	870	NA
881	GE881	5PT	PT	3	Nam	40.07056	-75.436571	62	70	16	155	9.143223736
882	GE882	5HL	HL	3	Nam	38.92013797	-75.44832488	88	87.2	14	123	15.10904448
883	GE883	16FL	FL	3	Nam	44.750014	-79.704694	50	66.8	11	75.16666667	NA
884	GE884	12DF	DF	3	Nam	39.32390625	-75.62242479	78	81.8	9	66.6	14.11158646
885	GE885	63WV	WV	3	Nam	39.6584	-79.90525	80	49.4	10	48	NA
886	GE886	12PA	PA	3	Nam	39.930872	-75.583156	78	88	15	270	21.05112832
887	GE887	16HK	HK	3	Eur	46.89164819	19.65085249	64	70.2	25	700	26.69362859
888	GE888	75MI	MI	3	Nam	44.37683	-79.74113	71	33.2	5	30	0.806391858
889	GE889	2PS	PS	3	Nam	45.3347	-79.956231	48	68.8	19	430.35	18.58188111
890	GE890	167PG	PG	3	Eur	43.9475	4.536631	NA	NA	NA	NA	NA
891	GE891	8OM	OM	3	Nam	37.77932728	-75.61065442	NA	NA	NA	NA	NA
892	GE892	5HM	HM	3	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
893	GE893	31PG	PG	3	Eur	43.9475	4.536631	50	70.4	20	453.8461538	19.48894463
894	GE894	62MI	MI	3	Nam	44.37683	-79.74113	50	77.6	17	408	22.02512768
895	GE895	17HK	HK	3	Eur	46.89164819	19.65085249	42	50.4	26	208	0.867483038
896	GE896	2HB	HB	3	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
897	GE897	8DS	DS	3	Nam	38.64183334	-75.445	79	109.2	19	332.5	28.50069513
